시도,군구,신주소,구주소,이름,용량
서울특별시,중랑구, 서울특별시 중랑구 답십리로75길 73 (면목동  경남아너스빌아파트), 서울특별시 중랑구 면목동 1529번지,경남아너스빌(정부지원),136t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 중화동 산 12번지 성덕사약수터,성덕사약수터(공공시설),100t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 262 (상봉동), 서울특별시 중랑구 상봉동 118번지 12호,성진빌딩(민간시설),100t(톤)
서울특별시,중랑구, 서울특별시 중랑구 면목로33길 27 (면목동), 서울특별시 중랑구 면목동 369번지 13호,장수수산(민간시설),57t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 망우동 416번지 1호,샛별공원(정부지원),70t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 신내동 652번지 신내근린공원,신내근린공원(정부지원),180t(톤)
서울특별시,중랑구, 서울특별시 중랑구 상봉중앙로1길 12 (상봉동), 서울특별시 중랑구 상봉동 202번지 1호,세광사우나(민간시설),90t(톤)
서울특별시,중랑구, 서울특별시 중랑구 면목로37길 17 (면목동  세방사우나), 서울특별시 중랑구 면목동 655번지 4호,세방사우나(민간시설),80t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 247 (중화동  로얄스포츠센터), 서울특별시 중랑구 중화동 207번지,로얄스포츠(민간시설),94t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 477 (망우동  성수장여관), 서울특별시 중랑구 망우동 147번지 22호,성수탕(민간시설),80t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 면목동 산 49번지 1호,면목지구약수터(공공시설),100t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 묵동 산 46번지 1호,태릉지구약수터(공공시설),80t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 망우동 산 57번지 3호,용마산지구약수터(공공시설),90t(톤)
서울특별시,중랑구, 서울특별시 중랑구 상봉로 59 (면목동  유영빌딩), 서울특별시 중랑구 면목동 87번지 66호,유영빌딩(민간시설),30t(톤)
서울특별시,중랑구, 서울특별시 중랑구 용마산로 691 (신내동), 서울특별시 중랑구 신내동 317번지 8호,신내가스충전소(민간시설),30t(톤)
서울특별시,중랑구, 서울특별시 중랑구 용마산로 705 (신내동  신내주유소), 서울특별시 중랑구 신내동 352번지,SK주유소(민간시설),60t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉화산로56길 153 (신내동  대명프라자), 서울특별시 중랑구 신내동 502번지 5호,호계사우나(민간시설),79t(톤)
서울특별시,중랑구, 서울특별시 중랑구 동일로148길 6 (묵동), 서울특별시 중랑구 묵동 182번지 23호,대순진리회 묵동회관(민간시설),95t(톤)
서울특별시,중랑구, 서울특별시 중랑구 신내역로 25 (신내동  중랑권역공영차고지), 서울특별시 중랑구 신내동 63번지,서울특별시공영차고지(공공시설),66t(톤)
서울특별시,중랑구, 서울특별시 중랑구 중랑천로56길 25 (묵동  진흥할인마트), 서울특별시 중랑구 묵동 242번지 81호,태능식품(공공시설),150t(톤)
서울특별시,중랑구, , 서울특별시 중랑구 망우동 75번지 5호,서울북부고속도로(주)(공공시설),61t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉우재로 105  대양주유소 (상봉동), 서울특별시 중랑구 상봉동 109-45 대양주유소,gs대양주유소(민간시설),50t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 511  동부제일병원응급실 (망우동), 서울특별시 중랑구 망우동 128번지 29호 동부제일병원응급실,동부제일병원응급실(민간시설),79t(톤)
서울특별시,중랑구, 서울특별시 중랑구 망우로 511  동부제일병원 (망우동), 서울특별시 중랑구 망우동 128번지 29호 동부제일병원,동부제일병원(민간시설),65t(톤)
서울특별시,중랑구, 서울특별시 중랑구 동일로 679  88병원 (면목동), 서울특별시 중랑구 면목동 180번지 1호 88병원,88병원(민간시설),50t(톤)
서울특별시,중랑구, 서울특별시 중랑구 동일로 471  대순진리회 (면목동), 서울특별시 중랑구 면목동 727번지 374호 대순진리회,대순진리회관(민간시설),72t(톤)
서울특별시,중랑구, 서울특별시 중랑구 면목로 230  북부운수 (면목동), 서울특별시 중랑구 면목동 378번지 3호 북부운수,북부운수(민간시설),82t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉화산로56길 25 (신내동), 서울특별시 중랑구 신내동 413-1 현대볼링장,현대볼링장(공공시설),79t(톤)
서울특별시,중랑구, 서울특별시 중랑구 용마산로139가길 12-5  양평식당 (신내동), 서울특별시 중랑구 신내동 344-14 양평식당,양평식당(공공시설),57t(톤)
서울특별시,중랑구, 서울특별시 중랑구 면목로 357 (면목동), 서울특별시 중랑구 면목동 499-4,삼일빌딩(홈플러스 익스프레스 등 )(공공시설),82t(톤)
서울특별시,중랑구, 서울특별시 중랑구 상봉로 11 (면목동), 서울특별시 중랑구 면목동 68-11,3.8동 자치회관 옆(닭곰탕)(공공시설),53t(톤)
서울특별시,중랑구, 서울특별시 중랑구 겸재로 202 (면목동), 서울특별시 중랑구 면목동 105-3,뉴빌라트(신성기사식당)(공공시설),50t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉화산로 117  오메가3 스포츠센터 (상봉동), 서울특별시 중랑구 상봉동 489-5 오메가3 스포츠센터,오메가쓰리 스포츠(공공시설),79t(톤)
서울특별시,중랑구, 서울특별시 중랑구 봉화산로45길 9-31 (상봉동), 서울특별시 중랑구 상봉동 산 24-3,보현정사(공공시설),98t(톤)
서울특별시,성북구, 서울특별시 성북구 돌곶이로22길 21 (석관동  서울석관초등학교), 서울특별시 성북구 석관동 205번지,석관초등학교(정부지원),137t(톤)
서울특별시,성북구, 서울특별시 성북구 한천로95길 28 (장위동  남대문중학교), 서울특별시 성북구 장위동 124번지 1호,남대문중학교 비상급수시설(정부지원),137t(톤)
서울특별시,성북구, 서울특별시 성북구 월곡로 36 (종암동  서울대학교사범대학부설중학교), 서울특별시 성북구 종암동 7번지 10호,서울사대부속중학교(정부지원),137t(톤)
서울특별시,성북구, 서울특별시 성북구 보문로 52 (보문동7가  동대문세무서), 서울특별시 성북구 보문동7가 104번지,서울지방국세청 동대문별관 비상급수시설(정부지원),350t(톤)
서울특별시,성북구, 서울특별시 성북구 화랑로32길 146-20 (석관동  문화재청의릉지구관리소), 서울특별시 성북구 석관동 409번지,의릉관리사무소(정부지원),128t(톤)
서울특별시,성북구, 서울특별시 성북구 종암로40길 30 (하월곡동  서울숭곡초등학교), 서울특별시 성북구 하월곡동 84번지 86호,숭곡초등학교(정부지원),137t(톤)
서울특별시,성북구, 서울특별시 성북구 종암로 196 (하월곡동  서울북공업고등학교), 서울특별시 성북구 하월곡동 90번지 1호,서울도시과학기술고등학교(정부지원),137t(톤)
서울특별시,성북구, 서울특별시 성북구 화랑로32길 76  석관동동 (석관동), 서울특별시 성북구 석관동 261번지,한화제약(민간시설),50t(톤)
서울특별시,성북구, 서울특별시 성북구 한천로76길 42 (석관동), 서울특별시 성북구 석관동 124번지 9호,상진운수(입구 세차장옆)(민간시설),32t(톤)
서울특별시,성북구, 서울특별시 성북구 화랑로48길 16 (석관동), 서울특별시 성북구 석관동 10번지,두산아파트(지하상가 옆)(민간시설),30t(톤)
서울특별시,성북구, 서울특별시 성북구 화랑로48길 16 (석관동  두산아파트), 서울특별시 성북구 석관동 10번지,두산아파트(105동 공원 옆)(민간시설),30t(톤)
서울특별시,성북구, 서울특별시 성북구 화랑로48길 16 (석관동  두산아파트), 서울특별시 성북구 석관동 10번지,두산아파트(124동 옆)(민간시설),30t(톤)
서울특별시,성북구, 서울특별시 성북구 대사관로13길 63 (성북동), 서울특별시 성북구 성북동 330번지 386호,이행자(742-2284)(민간시설),53t(톤)
서울특별시,성북구, 서울특별시 성북구 대사관로3길 27-20 (성북동), 서울특별시 성북구 성북동 330번지 415호,유시훈(010-2815-3342)(민간시설),60t(톤)
서울특별시,성북구, 서울특별시 성북구 한천로76길 42 (석관동), 서울특별시 성북구 석관동 124번지 9호,상진운수(사무실입구 옆)(민간시설),32t(톤)
서울특별시,성북구, 서울특별시 성북구 정릉로 250 (정릉동), 서울특별시 성북구 정릉동 465번지 1호,정릉사우나(민간시설),70t(톤)
서울특별시,성북구, 서울특별시 성북구 돌곶이로22가길 27 (석관동), 서울특별시 성북구 석관동 270번지 1호,동호사우나(민간시설),68t(톤)
서울특별시,성북구, 서울특별시 성북구 흥천사길 49-23 (돈암동  적조사), 서울특별시 성북구 돈암동 593번지,조계종(적조사)(민간시설),90t(톤)
서울특별시,성북구, 서울특별시 성북구 보문로 142 (보문동1가), 서울특별시 성북구 보문동1가 9번지 3호,성북주유소(민간시설),82t(톤)
서울특별시,성북구, , 서울특별시 성북구 장위동 158번지 51호,장위3동 적환장(공공시설),90t(톤)
서울특별시,성북구, 서울특별시 성북구 성북로4길 27-26 (성북동), 서울특별시 성북구 성북동 179번지 42호,박환규(민간시설),50t(톤)
서울특별시,성북구, 서울특별시 성북구 동소문로20나길 33 (동선동1가  리베라호텔), 서울특별시 성북구 동선동1가 91번지,리베라호텔(민간시설),69t(톤)
서울특별시,성북구, 서울특별시 성북구 아리랑로2길 11 (동선동4가), 서울특별시 성북구 동선동4가 20번지,시네마(민간시설),67t(톤)
서울특별시,성북구, 서울특별시 성북구 고려대로7길 24 (안암동2가), 서울특별시 성북구 안암동2가 1번지 2호,오목탕(민간시설),59t(톤)
서울특별시,성북구, 서울특별시 성북구 고려대로28길 16  안암랜드빌딩 (안암동5가), 서울특별시 성북구 안암동5가 86번지 132호 안암랜드빌딩,안암건강랜드(민간시설),60t(톤)
서울특별시,성북구, 서울특별시 성북구 보문로 89 (보문동5가  광덕주유소), 서울특별시 성북구 보문동5가 145번지 1호,광덕주유소(정만원)(민간시설),70t(톤)
서울특별시,성북구, 서울특별시 성북구 보국문로 35 (정릉동), 서울특별시 성북구 정릉동 404번지 4호,GS정릉주유소(민간시설),60t(톤)
서울특별시,성북구, 서울특별시 성북구 정릉로10길 89 (정릉동), 서울특별시 성북구 정릉동 916번지 1호,(주)신라SS(서석홍)(민간시설),70t(톤)
서울특별시,성북구, 서울특별시 성북구 종암로9길 71 (종암동), 서울특별시 성북구 종암동 131번지,종암2차 아이파크아파트(923-0550)(민간시설),90t(톤)
서울특별시,성북구, 서울특별시 성북구 종암로 145 (종암동), 서울특별시 성북구 종암동 3번지 545호,(주)동아석유(박종필 926-4116)(민간시설),100t(톤)
서울특별시,성북구, 서울특별시 성북구 오패산로1가길 29 (하월곡동), 서울특별시 성북구 하월곡동 67번지 49호,허동수(민간시설),60t(톤)
서울특별시,성북구, 서울특별시 성북구 돌곶이로27길 12 (장위동  장위2동 주민센터), 서울특별시 성북구 장위동 69번지 54호,장위2동주민센터(공공시설),60t(톤)
서울특별시,성북구, 서울특별시 성북구 대사관로 3 (성북동), 서울특별시 성북구 성북동 330번지 115호,삼청각(민간시설),60t(톤)
